id_eess,codigo_renaes,categoria,nombre,diresa,red,direccion,longitud,latitud,id_ubigeo;
25175,26876,I-1,DENTALCARECLINIC,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,CALLE Puerto  Coloma N?ERO 117 PISO 3 URBANIZACI? El Rincón DISTRITO SAN LUIS PROVINCIA LIMA DEPARTAMENTO LIMA,-76.9959872,-12.0754713,1314;
25185,26886,I-2,CONSULTORIO KASSIMIRITO,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,CALLE JORGE BUCKLEY Nº354 NÚMERO 354 PISO 1 DISTRITO MIRAFLORES PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0171409,-12.1276632,1302;
"25200,26901,I-2,IDERMA CAPILAR,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,""CALLE Calle Mártir José Olaya N°129TA, Interior 2001 N?ERO 129 PISO 20 DEPARTAMENTO 2001 INTERIOR 2001 DISTRITO MIRAFLORES PROVINCIA LIMA DEPARTAMENTO LIMA"",-77.0300442,-12.1194485,1302";
25214,26917,SD,OFERTA MÓVIL TIPO  EMT 2 NÚMERO 02,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA San Felipe NÚMERO 1126 DISTRITO JESUS MARIA PROVINCIA LIMA DEPARTAMENTO LIMA,-77.04707812,-12.08213879,1293;
25216,26919,SD,OFERTA MÓVIL TIPO  EMT 2 NÚMERO 01,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA San Felipe NÚMERO 1126 DISTRITO JESUS MARIA PROVINCIA LIMA DEPARTAMENTO LIMA,-77.04707812,-12.08213879,1293;
25217,26920,SD,OFERTA MOVIL TIPO EMT 3 NÚMERO 01,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA San Felipe NÚMERO 1126 DISTRITO JESUS MARIA PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0463824,-12.0820595,1293;
25277,26981,I-2,CONSULTORIO MEDICO LIFE & HOPE,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,CALLE JOSÉ SABOGAL N?ERO 291 INTERIOR 304 DISTRITO MIRAFLORES PROVINCIA LIMA DEPARTAMENTO LIMA,-77.01075172,-12.12087376,1302;
25379,27086,I-2,MEDI SKIN SAC,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,CALLE ELIAS AGUIRRE N?ERO 605 PISO 5 DEPARTAMENTO 501 DISTRITO MIRAFLORES PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0347337,-12.1148632,1302;
25380,27087,I-2,CONSULTORIO MÉDICO PICHINCHA RICARDO PALMA,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA RICARDO PALMA N?ERO 278 DISTRITO MIRAFLORES PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0275408,-12.1192713,1302;
25381,27088,I-2,OZONATURE,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA arnaldo marquez N?ERO 1526 PISO 2 DEPARTAMENTO 22 DISTRITO JESUS MARIA PROVINCIA LIMA DEPARTAMENTO LIMA,-77.051478,-12.0758228,1293;
25382,27089,I-1,DENTAL MANOS DE ANGEL,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,JIRÓN JUNIN 670 MAGDALENA DEL MAR LIMA LIMA,-77.0719547,-12.0874456,1300;
25383,27090,I-1,ORTHODONTIC LINCE CONSULTORIO ODONTOLÓGICO,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA Arenales N?ERO 1863 PISO 2 INTERIOR 201 DISTRITO LINCE PROVINCIA LIMA DEPARTAMENTO LIMA,-77.035707,-12.08330533,1296;
25384,27091,I-1,CONSULTORIO ODONTOLOGICO SANTA FLORENCIA,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,CALLE SAN JUAN CARLOS 174 DISTRITO SAN MIGUEL PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0759725,-12.0821888,1316;
25406,27114,I-3,CENTRO ODONTOLOGICO AMERICANO - SAN ISIDRO,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA PETIT THOUARS N?ERO 3470 DISTRITO SAN ISIDRO PROVINCIA LIMA DEPARTAMENTO LIMA,-77.03205816,-12.09684852,1311;
25421,27130,I-3,ODONTOPLUS,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA JOSE PARDO NÚMERO 182 PISO 4 DEPARTAMENTO 406 DISTRITO MIRAFLORES PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0299731,-12.118937,1302;
25422,27131,I-3,POLICLINICO MEDICARRERA,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA NACIONES UNIDAS 1759 Mz. C Lt. 25 Pueblo Joven Talladores de la M.L.M. - Chacra Ríos LIMA LIMA LIMA,-77.053568,-12.0502081,1281;
25423,27132,I-3,NOVAMEDIC & ASOCIADOS,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,JIRÓN FRANCISCO DE ORELLANA N?ERO 198 PISO 1 DISTRITO BREÑA PROVINCIA LIMA DEPARTAMENTO LIMA,-77.05975569,-12.06536227,1285;
25427,27136,SD,HUAMBO MEDICA : DEPORTE - TECNOLOGÍA - SALUD.,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,CALLE EL ALHELI MANZANA O LOTE 3 URBANIZACIÓN LOS SAUCES 2ª ETAPA DISTRITO SURQUILLO PROVINCIA LIMA DEPARTAMENTO LIMA,-77.002793,-12.122909,1321;
25428,27137,I-1,CONSULTORIO ODONTOLOGICO MG DENTAL,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA ALFREDO BENAVIDES 1180 INTERIOR 1204 DISTRITO MIRAFLORES PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0206055,-12.1261171,1302;
25439,27149,I-2,GINECOLOGIA Y OTRAS ESPECIALIZADADES,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,JIRÓN MARISCAL RAMON CASTILLA N?ERO 696 PISO 2 DISTRITO MAGDALENA DEL MAR PROVINCIA LIMA DEPARTAMENTO LIMA,-77.069999,-12.0904353,1300;
25442,27153,I-2,MEDISANA,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA AREQUIPA N?ERO 2053 PISO 1 DEPARTAMENTO 0 INTERIOR 0 MANZANA 0 LOTE 0 KILOMETRO 0 URBANIZACI? RISSO DISTRITO LINCE PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0342302,-12.0850796,1296;
25444,27155,I-2,MEDICORUM,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA Gregorio Escobedo N?ERO 788 INTERIOR 304 DISTRITO JESUS MARIA PROVINCIA LIMA DEPARTAMENTO LIMA,-77.05610654,-12.08755289,1293;
25447,27158,I-2,CONSULTORIO MÉDICO OSINERGMIN MAGDALENA,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,CALLE BERNARDO MONTEAGUDO N?ERO 222 DISTRITO LIMA PROVINCIA LIMA DEPARTAMENTO LIMA,-77.058767,-12.0966989,1281;
25450,27161,I-2,LABORATORIO CLINICO ROE,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA ALFREDO BENAVIDES 1932 MIRAFLORES LIMA LIMA,-77.01237715,-12.127312,1302;
25458,27169,I-2,LIGA CONTRA EL CANCER,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA NICOLAS DE PIEROLA 727 DISTRITO LIMA PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0333518,-12.0525099,1281;
25463,27174,I-1,BIODONTO CARE,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,OTROS PUEBLO JOVEN  CRUZ DE MOTUPE PISO 2 MANZANA E LOTE 14 DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA,-76.97295002,-11.93921692,1312;
25466,27177,I-2,LIPOCENTER,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA AREQUIPA N?ERO 2469 PISO 1 DISTRITO LINCE PROVINCIA LIMA DEPARTAMENTO LIMA,-77.03347675,-12.08845249,1296;
25467,27178,I-1,M&DENT PERU,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA BRASIL N?ERO 3348 PISO 2 DISTRITO MAGDALENA DEL MAR PROVINCIA LIMA DEPARTAMENTO LIMA,-77.06626234,-12.08991669,1300;
25468,27179,I-1,CONSULTORIO ODONTOLOGICO MM ODONTOLOGISTS,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,CALLE ELIAS AGUIRRE 358 INTERIOR 101 DISTRITO MIRAFLORES PROVINCIA LIMA DEPARTAMENTO LIMA,-71.5151143,-16.4024232,1302;
25469,27180,I-2,SANTÉCARE SERVICIOS MÉDICOS,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA Las Galaxias N?ERO 2786 MANZANA G LOTE 11 DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0109025,-11.9854432,1312;
25470,27181,I-2,CONSULTORIO MEDICO DE SEDAPAL- SEDE SURQUILLO,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA ANGAMOS ESTE N?ERO 1450 DISTRITO SURQUILLO PROVINCIA LIMA DEPARTAMENTO LIMA,-77.016678,-12.112988,1321;
25473,27184,I-2,BELLEZA PERUANA,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA JOSE GALVEZ BARRENECHEA NÚMERO 765 PISO 8 DEPARTAMENTO 803 MANZANA MZ. B24 LOTE 11 URBANIZACIÓN CORPAC 3RA ZONA SUR DISTRITO SAN BORJA PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0115853,-12.1010584,1310;
25474,27185,I-3,VITAL SCIENTIFIC MEDICINE,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA NACIONES UNIDAS N?ERO 1741 MANZANA C LOTE 27 URBANIZACI? CHACRA RIOS DISTRITO LIMA PROVINCIA LIMA DEPARTAMENTO LIMA,-77.06151924,-12.05428397,1281;
25478,27189,I-1,CONSULTORIO ODONTOLOGICO CELESTE,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA SANTA ROSA 2269 MZ A1 LOTE 06 COOPERATIVA LA HUAYRONA DISTRITO SAN JUAN DE LURIGANCHO PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0004875,-11.99245,1312;
25481,27192,I-2,CONSULTORIO MEDICO COMERCIO PANDO,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,CALLE PARACAS 530 Y 532 DISTRITO PUEBLO LIBRE PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0770854,-12.0716139,1301;
25491,27202,SD,SERVICIO DE TRANSPORTE ASISTIDO DE EMERGENCIA STAE,LIMA DIRIS CENTRO,NO PERTENECE A NINGUNA RED,AVENIDA ARENALES NÚMERO 1302 INTERIOR 315 DISTRITO JESUS MARIA PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0369202,-12.0782665,1293;
8846,9144,II-1,CLINICA MEDICA ZEGARRA S.A.C.,LIMA DIRIS NORTE,NO PERTENECE A NINGUNA RED,AVENIDA AVENIDA TUPAC AMARU 1801 URB HUAQUILLAY - COMAS DISTRITO COMAS PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0527159,-11.945521,1290;
9806,10104,I-3,POLICLINICO SANTA  CLARA,LIMA DIRIS NORTE,NO PERTENECE A NINGUNA RED,AVENIDA AV SAMUEL  DEL  ALCAZAR  968 URB LA FLORIDA AV SAMUEL  DEL  ALCAZAR  968 URB LA FLORIDA RIMAC LIMA LIMA,-77.037736,-12.0256908,1308;
9814,10112,SD,CENTRO DE DIALISIS SANTO TOMAS DE AQUINO S.A.C.,LIMA DIRIS NORTE,NO PERTENECE A NINGUNA RED,AVENIDA AV. TOMAS VALLE 2250 URB. ANTARES  SAN MARTIN DE PORRES DISTRITO SAN MARTIN DE PORRES PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0862833,-12.0122783,1315;
10301,10603,II-2,CLÍNICA MÉDICA CAYETANO HEREDIA,LIMA DIRIS NORTE,NO PERTENECE A NINGUNA RED,AVENIDA AV. HONORIO DELGADO 370 INGENIERIA SMP DISTRITO SAN MARTIN DE PORRES PROVINCIA LIMA DEPARTAMENTO LIMA,-77.05581016,-12.02361464,1315;
10312,10614,I-3,POLICLINICO MEDICPERU,LIMA DIRIS NORTE,NO PERTENECE A NINGUNA RED,AVENIDA AV. EL MAESTRO PERUANO 439 URB. CARABAYLLO DISTRITO COMAS PROVINCIA LIMA DEPARTAMENTO LIMA,-77.05876372,-11.96468417,1290;
10938,11241,II-1,CLINICA SAN VICENTE S.A.,LIMA DIRIS NORTE,NO PERTENECE A NINGUNA RED,AVENIDA AV PERÚ 3220 AV PERÚ 3220 SAN MARTIN DE PORRES LIMA LIMA,-77.08163084,-12.03125853,1315;
"10992,11296,I-3,PERUVIANDENT SAC,LIMA DIRIS NORTE,NO PERTENECE A NINGUNA RED,""AVENIDA AV UNIVERSITARIA NORTE 7714, 1ER PISO, URB. SAN AGUSTIN AV UNIVERSITARIA NORTE 7714, 1ER PISO, URB. SAN AGUSTIN COMAS LIMA LIMA"",-77.0549798,-11.9330888,1290";
11583,11891,I-2,SU MAJESTAD HIROITO,LIMA DIRIS NORTE,NO PERTENECE A NINGUNA RED,CALLE CALLE TOKIO MZ D LT 10 AAHH SU MAJESTAD HIROITO CALLE TOKIO MZ D LT 10 AAHH SU MAJESTAD HIROITO CARABAYLLO LIMA LIMA,-77.003039,-11.881205,1286;
"12118,12429,I-2,OFTALMOLOGICA WONG,LIMA DIRIS NORTE,NO PERTENECE A NINGUNA RED,""AVENIDA AV. CARLOS IZAGUIRRE 739 1ER PISO,URB. MERCURIO DISTRITO LOS OLIVOS PROVINCIA LIMA DEPARTAMENTO LIMA"",-77.069213,-11.991118,1297";
12349,12664,I-3,POLICLINICO  PNP CARABAYLLO,LIMA DIRIS NORTE,NO PERTENECE A NINGUNA RED,OTROS MZ. G-1 LOTE 15 URB EDWIN VASQUEZ CAM DISTRITO CARABAYLLO PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0368364,-11.8916733,1286;
13096,13423,I-1,R.I.E.,LIMA DIRIS NORTE,NO PERTENECE A NINGUNA RED,AVENIDA AV GERARDO UNGER 1325 URB LOS JARDINES DISTRITO SAN MARTIN DE PORRES PROVINCIA LIMA DEPARTAMENTO LIMA,-77.05298311,-12.01227883,1315;
13349,13677,I-3,SAN JOSE,LIMA DIRIS NORTE,NO PERTENECE A NINGUNA RED,AVENIDA AV. SANTIAGO ANTUNEZ DE MAYOLO 1008 DPTO 301 (02 CONSULTORIOS) URB COVIDA DISTRITO LOS OLIVOS PROVINCIA LIMA DEPARTAMENTO LIMA,-77.07400358,-11.99442024,1297;
13372,13700,I-1,DENTAL MARIO LEON,LIMA DIRIS NORTE,NO PERTENECE A NINGUNA RED,AVENIDA AVENIDA SAENZ PEÑA 613 DISTRITO PUENTE PIEDRA PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0801932,-11.8626191,1305;
13562,13890,I-3,SG NATCLAR SAC,LIMA DIRIS NORTE,NO PERTENECE A NINGUNA RED,AVENIDA AV. EL MAESTRO 600 URB. SAN EULOGIO - COMAS DISTRITO COMAS PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0603491,-11.9642848,1290;
13586,13914,I-4,CENTRO DE SALUD MILITAR RIMAC,LIMA DIRIS NORTE,NO PERTENECE A NINGUNA RED,AVENIDA AV. ELESPURU S/N FUERTE RAFAEL HOYOS RUBIO - RIMAC NÚMERO S/N DISTRITO RIMAC PROVINCIA LIMA DEPARTAMENTO LIMA,-77.044228,-12.0282877,1308;
13856,14186,I-1,DENTAL SOLIDARIO,LIMA DIRIS NORTE,NO PERTENECE A NINGUNA RED,AVENIDA AV. GUILLERMO DE LA FUENTE 287 2DO PISO (CONSULTORIO DENTAL) URB SANTA LUZMILA DISTRITO COMAS PROVINCIA LIMA DEPARTAMENTO LIMA,-77.06249691,-11.94150651,1290;
"14293,14727,I-2,PROFAM,LIMA DIRIS NORTE,NO PERTENECE A NINGUNA RED,""AVENIDA AV. SANTA ROSA, MANZANA O-2 / ASOCIACION DE VIVIENDA PROFAM-PERU AV. SANTA ROSA, MANZANA O-2 / ASOCIACION DE VIVIENDA PROFAM-PERU SANTA ROSA LIMA LIMA"",-77.1645181,-11.82039432,1319";
"15560,16015,I-3,SAN LUIS MEDIC SAC,LIMA DIRIS NORTE,NO PERTENECE A NINGUNA RED,""AVENIDA AV. CARLOS IZAGUIRRE Nº 108, 2DO PISO,OF. 202 DISTRITO INDEPENDENCIA PROVINCIA LIMA DEPARTAMENTO LIMA"",-77.057469,-11.9888929,1292";
"15639,16094,II-1,""HOSPITAL PNP """"AUGUSTO B. LEGUIA"""""",LIMA DIRIS NORTE,NO PERTENECE A NINGUNA RED,PASAJE PSJE SAN GERMAN S/N CUADRA 2 - URB VILLACAMPA S/N PSJE SAN GERMAN S/N CUADRA 2 - URB VILLACAMPA RIMAC LIMA LIMA,-77.0193529,-12.0281717,1308";
"16002,16538,I-2,PEDIAKID,LIMA DIRIS NORTE,NO PERTENECE A NINGUNA RED,""AVENIDA AV. GUILLERMO DE LA FUENTE Nº552, MZ.G-IV,LT10, URB. SANTA LUZMILA DISTRITO COMAS PROVINCIA LIMA DEPARTAMENTO LIMA"",-77.03883,-11.92913,1290";
16060,16596,I-3,SISTEMA METROPOLITANO DE LA SOLIDARIDAD / SISOL SALUD SAN RAMON,LIMA DIRIS NORTE,NO PERTENECE A NINGUNA RED,CALLE AA.HH. INCA HUASI CALLE MICAELA BASTIDAS 193 DISTRITO COMAS PROVINCIA LIMA DEPARTAMENTO LIMA,-77.050237,-11.9330819,1290;
"16848,17402,I-2,CENTRO MEDICO MAS VIDA,LIMA DIRIS NORTE,NO PERTENECE A NINGUNA RED,""AVENIDA AVENIDA EDUARDO DE HABICH #489, 2DO PISO UBR. INGENIERIA DISTRITO SAN MARTIN DE PORRES PROVINCIA LIMA DEPARTAMENTO LIMA"",-77.0558118,-12.0274466,1315";
"16969,17523,I-3,S & M SERVICIOS DE SALUD SAC,LIMA DIRIS NORTE,NO PERTENECE A NINGUNA RED,""CALLE CALLE 21 NRO 170, 1ER Y 2DO PISO, URB. CARABAYLLO DISTRITO COMAS PROVINCIA LIMA DEPARTAMENTO LIMA"",-77.058103,-11.968874,1290";
"16970,17524,I-2,CONSULTORIO MEDICO SAN BARTOLOME,LIMA DIRIS NORTE,NO PERTENECE A NINGUNA RED,""AVENIDA AV. CARLOS IZAGUIRRE Nº 908, 2DO PISO, URB. LAS PALMERAS I ETAPA AV. CARLOS IZAGUIRRE Nº 908, 2DO PISO, URB. LAS PALMERAS I ETAPA LOS OLIVOS LIMA LIMA"",-77.07199997,-11.99099373,1297";
17254,17820,I-3,INTEGRAMÉDICA MEGAPLAZA,LIMA DIRIS NORTE,NO PERTENECE A NINGUNA RED,AVENIDA AV. ALFREDO MENDIOLA 3698 C.C. MEGAPLAZA TIENDA A13 DISTRITO INDEPENDENCIA PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0612389,-11.9942378,1292;
17281,17847,II-E,CLINICA DEL NORTE,LIMA DIRIS NORTE,NO PERTENECE A NINGUNA RED,AVENIDA AV. UNIVERSITARIA MZ- B LT- 12 COOP. CAJABAMBA DISTRITO LOS OLIVOS PROVINCIA LIMA DEPARTAMENTO LIMA,-77.08108,-11.9896079,1297;
18353,18931,SD,CLINICA UNIVERSITARIA S.A.C.,LIMA DIRIS NORTE,NO PERTENECE A NINGUNA RED,AV. UNIVERSITARIA N° 6062 - URB. SANTA LUZMILA,-77.05969434,-11.95152702,1290;
18360,18938,I-2,CONSULTORIO MEDICO,LIMA DIRIS NORTE,NO PERTENECE A NINGUNA RED,AVENIDA AV. LAS VIOLETAS N° 564. URBANIZACIÓN LAS VIOLETAS DISTRITO INDEPENDENCIA PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0543608,-12.0163066,1292;
"18436,19014,SD,CONSORCIO MEDICO SILVIA,LIMA DIRIS NORTE,NO PERTENECE A NINGUNA RED,""JIRÓN Jr.. SALAVERRY 3800, 2DO PISO Jr. SALAVERRY 3800, 2DO PISO LOS OLIVOS LIMA LIMA"",-77.0427933,-12.046374,1297";
"19356,19942,SD,CENTRO QUIROPRACTICO ANGLO AMERICANO,LIMA DIRIS NORTE,NO PERTENECE A NINGUNA RED,""AVENIDA AV. ANTUNES DE MAYOLO N° 1470-A (MZA. M, LOTE 48), URB. PINARES DISTRITO LOS OLIVOS PROVINCIA LIMA DEPARTAMENTO LIMA"",-77.0812836,-11.9954951,1297";
19808,20397,SD,CENTRO DEL RIÑON S.A.C.,LIMA DIRIS NORTE,NO PERTENECE A NINGUNA RED,JIRÓN JR. RIO URUBAMBA NRO. 649 DISTRITO LOS OLIVOS PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0708193,-11.9744568,1297;
19833,20422,I-1,CONSULTORIOS NACER.,LIMA DIRIS NORTE,NO PERTENECE A NINGUNA RED,AVENIDA AV: DOMINGO SARMIENTO 245 CERCADO. DISTRITO PUENTE PIEDRA PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0793757,-11.8628121,1305;
"19865,20454,SD,CONSULTORIO OBSTETRICO,LIMA DIRIS NORTE,NO PERTENECE A NINGUNA RED,""JIRÓN JR. HERMILIO VALDIZAN N° 303, URB. SANTA LUZMILA DISTRITO COMAS PROVINCIA LIMA DEPARTAMENTO LIMA"",-77.06152595,-11.94153276,1290";
19894,20483,I-2,CONSULTORIO MEDICO MADRE NIÑO,LIMA DIRIS NORTE,NO PERTENECE A NINGUNA RED,JIRÓN JIRON TARICA 5109 URB PARQ NARANJAL LOS OLIVOS DISTRITO LOS OLIVOS PROVINCIA LIMA DEPARTAMENTO LIMA,-77.071742,-11.977946,1297;
"20035,20624,I-2,CONSULTORIO GINECO- OBSTETRICO,LIMA DIRIS NORTE,NO PERTENECE A NINGUNA RED,""AVENIDA AV. CARLOS A. IZAGUIRRE 452 URB.PANAMERICANA NORTE MZ.LL LOTE 7  , ALT. KM 8.5 DE LA PANAM. NORTE. DISTRITO LOS OLIVOS PROVINCIA LIMA DEPARTAMENTO LIMA"",-77.0657891,-11.9903965,1297";
20135,20725,I-3,POLICLINICO PARROQUIAL  NUESTRA SEÑORA DE LOS ANGELES,LIMA DIRIS NORTE,NO PERTENECE A NINGUNA RED,JIRÓN JR. MANCO CAPAC - 202 - B JR. MANCO CAPAC - 202 - B RIMAC LIMA LIMA,-77.0246238,-12.0343509,1308;
20513,21106,I-2,ESPECIALIDADES MEDICAS VITAL,LIMA DIRIS NORTE,NO PERTENECE A NINGUNA RED,AVENIDA LOTE 04 MZ B CON FRENTE A LA AV. TUPAC AMARU N° 8159-URB POPULAR SAN CARLOS DISTRITO COMAS PROVINCIA LIMA DEPARTAMENTO LIMA,-77.03875661,-11.91153225,1290;
"20856,21452,I-2,CONSULTORIO GINECO OBSTETRICO LOAYZA,LIMA DIRIS NORTE,NO PERTENECE A NINGUNA RED,""AVENIDA AV LOS PROCERES 7885, OF. 2 SEGUNDO PISO DISTRITO LOS OLIVOS PROVINCIA LIMA DEPARTAMENTO LIMA"",-77.072577,-11.9376054,1297";
20874,21470,I-1,CONSULTORIO ODONTOLÓGICO SAEZ,LIMA DIRIS NORTE,NO PERTENECE A NINGUNA RED,AVENIDA AV. LAS ALMENDRAS 227/URB. NARANJAL /INDEPENDENCIA DISTRITO INDEPENDENCIA PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0594065,-11.9856863,1292;
21266,21863,I-2,MULTILAB,LIMA DIRIS NORTE,NO PERTENECE A NINGUNA RED,CALLE CALLE FRANCISCO BOLOGNESI 299 CALLE FRANCISCO BOLOGNESI 299 PUENTE PIEDRA LIMA LIMA,-77.0781105,-11.8634394,1305;
21423,22021,I-3,POLICLINICO JJ SALUD,LIMA DIRIS NORTE,NO PERTENECE A NINGUNA RED,AVENIDA BUENOS AIRES 225 PUENTE PIEDRA LIMA LIMA,-77.07671932,-11.8670107,1305;
22056,23583,I-3,SINERGIA MÉDICA,LIMA DIRIS NORTE,NO PERTENECE A NINGUNA RED,AVENIDA ALFREDO  MEDIOLA PISO 2 3790 ENTRE AV. PANAMERICANA NORTE CON LA AV. CARLOS IZAGUIRRE  INDEPENDENCIA LIMA LIMA,-77.0637102,-11.9914775,1292;
22207,23749,I-3,CENTRO ODONTOLOGICO AMERICANO - LOS OLIVOS,LIMA DIRIS NORTE,NO PERTENECE A NINGUNA RED,AVENIDA CARLOS ALBERTO IZAGUIRRE NÚMERO 1268 MANZANA K LOTE 8 URBANIZACIÓN GAMARRA DE LEON VELARDE ANGELICA I ETAPA DISTRITO LOS OLIVOS PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0803561,-11.9956326,1297;
22865,24418,SD,OPTICA OPTOSALUD,LIMA DIRIS NORTE,NO PERTENECE A NINGUNA RED,AVENIDA carlos izaguirre NÚMERO 963 DISTRITO LOS OLIVOS PROVINCIA LIMA DEPARTAMENTO LIMA,-77.072818,-11.9914408,1297;
22884,24437,I-1,ODONTO RED,LIMA DIRIS NORTE,NO PERTENECE A NINGUNA RED,AVENIDA 2 de octubre PISO 1 MANZANA V LOTE 19 URBANIZACIÓN AA: HH: LOS OLIVOS DE PRO DISTRITO LOS OLIVOS PROVINCIA LIMA DEPARTAMENTO LIMA,-77.07802153,-11.94786217,1297;
22897,24452,SD,SOLVISION OPTICAS,LIMA DIRIS NORTE,NO PERTENECE A NINGUNA RED,AVENIDA eduardo de habich NÚMERO 414 PISO 1 URBANIZACIÓN ingenieria DISTRITO SAN MARTIN DE PORRES PROVINCIA LIMA DEPARTAMENTO LIMA,-77.0549475,-12.026465,1315;
22979,24535,SD,FISIOGROUPPERU,LIMA DIRIS NORTE,NO PERTENECE A NINGUNA RED,AVENIDA tupac amaru 227 1 227 Se encuentra al frente del hospital solidaridad de comas y al costado de la Reniec. COMAS LIMA LIMA,-77.0572794,-11.968604,1290;
23040,24598,SD,JISOLAB,LIMA DIRIS NORTE,NO PERTENECE A NINGUNA RED,AVENIDA TOMAS VALLE MANZANA C LOTE 9 DISTRITO SAN MARTIN DE PORRES PROVINCIA LIMA DEPARTAMENTO LIMA,-77.05859429,-12.0082439,1315;
23551,25130,I-1,DENTAL SALDAÑA,LIMA DIRIS NORTE,NO PERTENECE A NINGUNA RED,CALLE 16 NÚMERO 634 PISO 1 MANZANA W LOTE 7 URBANIZACIÓN CARABAYLLO DISTRITO COMAS PROVINCIA LIMA DEPARTAMENTO LIMA,-77.05840922,-11.97158301,1290;
23697,25290,I-1,TOOHTSMILE CONSULTORIO  ODONTOLOGÍA,LIMA DIRIS NORTE,NO PERTENECE A NINGUNA RED,AVENIDA LOS PRÓCERES DE HUANDOY NÚMERO 4980 PISO 2 DEPARTAMENTO 3 DISTRITO LOS OLIVOS PROVINCIA LIMA DEPARTAMENTO LIMA,-77.08345301,-11.97758374,1297;
23737,25331,SD,SISTEMA METROPOLITANO DE LA SOLIDARIDAD / TRASLADO DE PACIENTES,LIMA DIRIS NORTE,NO PERTENECE A NINGUNA RED,AVENIDA Prolongación Flor de Amancaes NÚMERO 1377 URBANIZACIÓN Flor de Amancaes DISTRITO RIMAC PROVINCIA LIMA DEPARTAMENTO LIMA,-77.02955803,-12.01725205,1308;
